"Co_Code","Co_Name","Stock Exchange","NSE Symbol","Industry","Sector","Year End","Equity Paid Up","Net Sales","PAT","PBIDT","Debt-Equity Ratio[Latest]","PBIDTM (%)[Latest]"
85,"Bombay Dyeing","NSE","BOMDYEING","Textiles - Texturising","Textiles",201103,40.54,1859.24,21.39,267.61,4.88,11.9
85,"Bombay Dyeing","NSE","BOMDYEING","Textiles - Texturising","Textiles",201203,41.31,2230.81,59.35,316.81,4.88,11.9
85,"Bombay Dyeing","NSE","BOMDYEING","Textiles - Texturising","Textiles",201303,41.31,2330.81,75.7,334.58,4.88,11.9
85,"Bombay Dyeing","NSE","BOMDYEING","Textiles - Texturising","Textiles",201403,41.31,2656.23,24.34,284.18,4.88,11.9
85,"Bombay Dyeing","NSE","BOMDYEING","Textiles - Texturising","Textiles",201503,41.31,2378.27,24.56,308.98,4.88,11.9
85,"Bombay Dyeing","NSE","BOMDYEING","Textiles - Texturising","Textiles",201603,41.31,1845.01,-85.24,231.31,4.88,11.9
88,"Reliance Infra.","NSE","RELINFRA","Power Generation And Supply","Power Generation & Distribution",201103,267.46,9716.53,1080.91,1697.96,0.81,41.22
88,"Reliance Infra.","NSE","RELINFRA","Power Generation And Supply","Power Generation & Distribution",201203,263.03,18040.76,2000.26,3333.63,0.81,41.22
88,"Reliance Infra.","NSE","RELINFRA","Power Generation And Supply","Power Generation & Distribution",201303,263.03,14449.33,1999.52,3414.66,0.81,41.22
88,"Reliance Infra.","NSE","RELINFRA","Power Generation And Supply","Power Generation & Distribution",201403,262.58,11488.83,1587.94,3135.22,0.81,41.22
88,"Reliance Infra.","NSE","RELINFRA","Power Generation And Supply","Power Generation & Distribution",201503,263.03,10612.82,1533.39,3523.06,0.81,41.22
88,"Reliance Infra.","NSE","RELINFRA","Power Generation And Supply","Power Generation & Distribution",201603,263.03,10138.58,1985.82,4550.93,0.81,41.22
90,"Abbott India","NSE","ABBOTINDIA","Pharmaceuticals - Multinational","Pharmaceuticals",201112,21.25,1490.21,120.39,195.18,0,15.68
90,"Abbott India","NSE","ABBOTINDIA","Pharmaceuticals - Multinational","Pharmaceuticals",201212,21.25,1652.68,144.7,234.5,0,15.68
90,"Abbott India","NSE","ABBOTINDIA","Pharmaceuticals - Multinational","Pharmaceuticals",201403,21.25,2275.91,198.45,316.56,0,15.68
90,"Abbott India","NSE","ABBOTINDIA","Pharmaceuticals - Multinational","Pharmaceuticals",201503,21.25,2289.33,228.96,359.8,0,15.68
90,"Abbott India","NSE","ABBOTINDIA","Pharmaceuticals - Multinational","Pharmaceuticals",201603,21.25,2628.42,259.63,416.98,0,15.68
93,"Britannia Inds.","NSE","BRITANNIA","Food And Dairy Products - Multinational","FMCG",201103,23.89,4223.52,145.29,280.4,0,14.92
93,"Britannia Inds.","NSE","BRITANNIA","Food And Dairy Products - Multinational","FMCG",201203,23.89,4974.19,186.74,337.76,0,14.92
93,"Britannia Inds.","NSE","BRITANNIA","Food And Dairy Products - Multinational","FMCG",201303,23.91,5615.49,233.87,427,0,14.92
93,"Britannia Inds.","NSE","BRITANNIA","Food And Dairy Products - Multinational","FMCG",201403,23.99,6307.39,369.83,611.44,0,14.92
93,"Britannia Inds.","NSE","BRITANNIA","Food And Dairy Products - Multinational","FMCG",201503,23.99,7175.99,622.41,1001.09,0,14.92
93,"Britannia Inds.","NSE","BRITANNIA","Food And Dairy Products - Multinational","FMCG",201603,24,7947.9,749.09,1219.7,0,14.92
99,"CESC","NSE","CESC","Power Generation And Supply","Power Generation & Distribution",201103,125.6,4243.74,488.4,1216.67,0.7,28.03
99,"CESC","NSE","CESC","Power Generation And Supply","Power Generation & Distribution",201203,125.6,4759.89,554.31,1323.2,0.7,28.03
99,"CESC","NSE","CESC","Power Generation And Supply","Power Generation & Distribution",201303,125.6,5303.07,618.5,1488.04,0.7,28.03
99,"CESC","NSE","CESC","Power Generation And Supply","Power Generation & Distribution",201403,125.6,5509.88,651.89,1611.03,0.7,28.03
99,"CESC","NSE","CESC","Power Generation And Supply","Power Generation & Distribution",201503,133.22,6188.8,697.72,1722.05,0.7,28.03
99,"CESC","NSE","CESC","Power Generation And Supply","Power Generation & Distribution",201603,133.22,6493.07,707.01,1819.99,0.7,28.03
102,"Graphite India","NSE","GRAPHITE","Electrodes - Graphites","Capital Goods-Non Electrical Equipment",201103,39.08,1225.94,172.32,300.7,0.12,12.64
102,"Graphite India","NSE","GRAPHITE","Electrodes - Graphites","Capital Goods-Non Electrical Equipment",201203,39.08,1670.84,237.89,375.49,0.12,12.64
102,"Graphite India","NSE","GRAPHITE","Electrodes - Graphites","Capital Goods-Non Electrical Equipment",201303,39.08,1764.86,163.08,305.26,0.12,12.64
102,"Graphite India","NSE","GRAPHITE","Electrodes - Graphites","Capital Goods-Non Electrical Equipment",201403,39.08,1768.08,170.92,324.48,0.12,12.64
102,"Graphite India","NSE","GRAPHITE","Electrodes - Graphites","Capital Goods-Non Electrical Equipment",201503,39.08,1497.22,82.19,180.42,0.12,12.64
102,"Graphite India","NSE","GRAPHITE","Electrodes - Graphites","Capital Goods-Non Electrical Equipment",201603,39.08,1346.68,82.38,180.08,0.12,12.64
103,"Carborundum Uni.","NSE","CARBORUNIV","Abrasives and Grinding Wheels","Capital Goods-Non Electrical Equipment",201103,18.69,925.29,124.26,224.67,0.11,17.01
103,"Carborundum Uni.","NSE","CARBORUNIV","Abrasives and Grinding Wheels","Capital Goods-Non Electrical Equipment",201203,18.74,1125.37,146.67,250.36,0.11,17.01
103,"Carborundum Uni.","NSE","CARBORUNIV","Abrasives and Grinding Wheels","Capital Goods-Non Electrical Equipment",201303,18.75,1100.89,74.53,171.15,0.11,17.01
103,"Carborundum Uni.","NSE","CARBORUNIV","Abrasives and Grinding Wheels","Capital Goods-Non Electrical Equipment",201403,18.78,1148.59,72.78,164.49,0.11,17.01
103,"Carborundum Uni.","NSE","CARBORUNIV","Abrasives and Grinding Wheels","Capital Goods-Non Electrical Equipment",201503,18.82,1168.69,148.33,266.93,0.11,17.01
103,"Carborundum Uni.","NSE","CARBORUNIV","Abrasives and Grinding Wheels","Capital Goods-Non Electrical Equipment",201603,18.84,1299.28,116.28,238.39,0.11,17.01
104,"CEAT","NSE","CEATLTD","Tyres - Large","Tyres",201103,34.24,3498.77,22.28,167.77,0.39,13.51
104,"CEAT","NSE","CEATLTD","Tyres - Large","Tyres",201203,34.24,4475.74,7.54,272.35,0.39,13.51
104,"CEAT","NSE","CEATLTD","Tyres - Large","Tyres",201303,34.24,4881.44,106.35,416.68,0.39,13.51
104,"CEAT","NSE","CEATLTD","Tyres - Large","Tyres",201403,35.96,5354.81,253.78,643.52,0.39,13.51
104,"CEAT","NSE","CEATLTD","Tyres - Large","Tyres",201503,40.45,5541.42,298.97,671.23,0.39,13.51
104,"CEAT","NSE","CEATLTD","Tyres - Large","Tyres",201603,40.45,5494.15,452.52,831.79,0.39,13.51
105,"ITD Cem","NSE","ITDCEM","Construction - Civil / Turnkey - Medium / Small","Construction",201112,11.52,1288.29,22.58,149.05,1.08,6.1
105,"ITD Cem","NSE","ITDCEM","Construction - Civil / Turnkey - Medium / Small","Construction",201212,11.52,1305.87,21.98,169.9,1.08,6.1
105,"ITD Cem","NSE","ITDCEM","Construction - Civil / Turnkey - Medium / Small","Construction",201312,11.52,1260.23,9.31,158.4,1.08,6.1
105,"ITD Cem","NSE","ITDCEM","Construction - Civil / Turnkey - Medium / Small","Construction",201412,15.52,1369.41,19.41,177.34,1.08,6.1
105,"ITD Cem","NSE","ITDCEM","Construction - Civil / Turnkey - Medium / Small","Construction",201512,15.52,2743.53,-59.31,51.16,1.08,6.1
106,"Century Enka","NSE","CENTENKA","Textiles - Manmade - PFY/PSF - InHouse Poly Condsn","Textiles",201103,21.85,1349.08,79.36,183.52,0.15,10.76
106,"Century Enka","NSE","CENTENKA","Textiles - Manmade - PFY/PSF - InHouse Poly Condsn","Textiles",201203,21.85,1649.51,8.78,99.5,0.15,10.76
106,"Century Enka","NSE","CENTENKA","Textiles - Manmade - PFY/PSF - InHouse Poly Condsn","Textiles",201303,21.85,1552.17,21.89,132.85,0.15,10.76
106,"Century Enka","NSE","CENTENKA","Textiles - Manmade - PFY/PSF - InHouse Poly Condsn","Textiles",201403,21.85,1466.79,62.93,187.43,0.15,10.76
106,"Century Enka","NSE","CENTENKA","Textiles - Manmade - PFY/PSF - InHouse Poly Condsn","Textiles",201503,21.85,1218.53,36.57,122.69,0.15,10.76
106,"Century Enka","NSE","CENTENKA","Textiles - Manmade - PFY/PSF - InHouse Poly Condsn","Textiles",201603,21.85,1143.64,59.46,138.55,0.15,10.76
107,"Century Textiles","NSE","CENTURYTEX","Cement - Major - North India","Cement",201103,93.04,4760.03,237.49,701.13,2.8,8.83
107,"Century Textiles","NSE","CENTURYTEX","Cement - Major - North India","Cement",201203,93.04,4872.78,22.13,452.75,2.8,8.83
107,"Century Textiles","NSE","CENTURYTEX","Cement - Major - North India","Cement",201303,93.04,5949.47,-34.49,604.69,2.8,8.83
107,"Century Textiles","NSE","CENTURYTEX","Cement - Major - North India","Cement",201403,93.04,6675.13,2.72,745.42,2.8,8.83
107,"Century Textiles","NSE","CENTURYTEX","Cement - Major - North India","Cement",201503,101.51,7559.27,15.49,700.14,2.8,8.83
107,"Century Textiles","NSE","CENTURYTEX","Cement - Major - North India","Cement",201603,111.69,7987.58,-54.52,775.06,2.8,8.83
111,"Exide Inds.","NSE","EXIDEIND","Auto Ancillaries - Batteries","Auto Ancillaries",201103,85,4547.33,666.36,1032.31,0.01,13.82
111,"Exide Inds.","NSE","EXIDEIND","Auto Ancillaries - Batteries","Auto Ancillaries",201203,85,5110.06,461.17,753.39,0.01,13.82
111,"Exide Inds.","NSE","EXIDEIND","Auto Ancillaries - Batteries","Auto Ancillaries",201303,85,6071.37,522.78,861.52,0.01,13.82
111,"Exide Inds.","NSE","EXIDEIND","Auto Ancillaries - Batteries","Auto Ancillaries",201403,85,5964.24,487.08,851.08,0.01,13.82
111,"Exide Inds.","NSE","EXIDEIND","Auto Ancillaries - Batteries","Auto Ancillaries",201503,85,6865.54,545.87,940.84,0.01,13.82
111,"Exide Inds.","NSE","EXIDEIND","Auto Ancillaries - Batteries","Auto Ancillaries",201603,85,6809.18,622.77,1067.8,0.01,13.82
114,"Cipla","NSE","CIPLA","Pharmaceuticals - Indian - Bulk Drugs & Formln Lrg","Pharmaceuticals",201103,160.58,6331.09,960.39,1412.34,0.11,18.98
114,"Cipla","NSE","CIPLA","Pharmaceuticals - Indian - Bulk Drugs & Formln Lrg","Pharmaceuticals",201203,160.58,6977.5,1123.96,1730.16,0.11,18.98
114,"Cipla","NSE","CIPLA","Pharmaceuticals - Indian - Bulk Drugs & Formln Lrg","Pharmaceuticals",201303,160.58,8202.42,1507.11,2348.27,0.11,18.98
114,"Cipla","NSE","CIPLA","Pharmaceuticals - Indian - Bulk Drugs & Formln Lrg","Pharmaceuticals",201403,160.58,9456.9,1388.34,2269.81,0.11,18.98
114,"Cipla","NSE","CIPLA","Pharmaceuticals - Indian - Bulk Drugs & Formln Lrg","Pharmaceuticals",201503,160.59,10131.78,1181.09,2109.22,0.11,18.98
114,"Cipla","NSE","CIPLA","Pharmaceuticals - Indian - Bulk Drugs & Formln Lrg","Pharmaceuticals",201603,160.68,12034.06,1398.03,2312.86,0.11,18.98
116,"Clutch Auto","NSE","CLUTCHAUTO","Auto Ancillaries - Clutches","Auto Ancillaries",201103,17.93,250.52,8.77,43.4,0,-2.92
116,"Clutch Auto","NSE","CLUTCHAUTO","Auto Ancillaries - Clutches","Auto Ancillaries",201203,18.76,244.68,7.81,45.15,0,-2.92
116,"Clutch Auto","NSE","CLUTCHAUTO","Auto Ancillaries - Clutches","Auto Ancillaries",201303,18.76,95.41,-34.22,-7,0,-2.92
116,"Clutch Auto","NSE","CLUTCHAUTO","Auto Ancillaries - Clutches","Auto Ancillaries",201403,18.76,30.6,-132.97,-110.46,0,-2.92
116,"Clutch Auto","NSE","CLUTCHAUTO","Auto Ancillaries - Clutches","Auto Ancillaries",201503,18.76,38.93,-180.74,-161.97,0,-2.92
116,"Clutch Auto","NSE","CLUTCHAUTO","Auto Ancillaries - Clutches","Auto Ancillaries",201603,18.76,46.53,-47.27,-37.33,0,-2.92
117,"DIC India","NSE","DICIND","Chemicals - Speciality - Medium / Small","Chemicals",201112,9.18,676.99,26.45,51.21,0.07,7.49
117,"DIC India","NSE","DICIND","Chemicals - Speciality - Medium / Small","Chemicals",201212,9.18,715.99,21.5,46.99,0.07,7.49
117,"DIC India","NSE","DICIND","Chemicals - Speciality - Medium / Small","Chemicals",201312,9.18,711.71,12.54,28.66,0.07,7.49
117,"DIC India","NSE","DICIND","Chemicals - Speciality - Medium / Small","Chemicals",201412,9.18,722.2,-30.89,-20.28,0.07,7.49
117,"DIC India","NSE","DICIND","Chemicals - Speciality - Medium / Small","Chemicals",201512,9.18,749.54,29.71,62.57,0.07,7.49
118,"Colgate-Palm.","NSE","COLPAL","Personal Care - Multinational","FMCG",201103,13.6,2286.12,402.58,555.8,0,20.24
118,"Colgate-Palm.","NSE","COLPAL","Personal Care - Multinational","FMCG",201203,13.6,2693.23,446.47,629.21,0,20.24
118,"Colgate-Palm.","NSE","COLPAL","Personal Care - Multinational","FMCG",201303,13.6,3163.81,496.75,706.73,0,20.24
118,"Colgate-Palm.","NSE","COLPAL","Personal Care - Multinational","FMCG",201403,13.6,3578.81,539.87,778.71,0,20.24
118,"Colgate-Palm.","NSE","COLPAL","Personal Care - Multinational","FMCG",201503,13.6,3981.94,558.98,855.41,0,20.24
118,"Colgate-Palm.","NSE","COLPAL","Personal Care - Multinational","FMCG",201603,27.2,4162.29,576.51,939.56,0,20.24
119,"Clariant Chemica","NSE","CLNINDIA","Chemicals - Speciality - Large","Chemicals",201112,26.66,978.92,304.04,414.77,0,6.88
119,"Clariant Chemica","NSE","CLNINDIA","Chemicals - Speciality - Large","Chemicals",201212,26.66,1096.28,101.3,165.33,0,6.88
119,"Clariant Chemica","NSE","CLNINDIA","Chemicals - Speciality - Large","Chemicals",201312,26.66,1247.86,166.77,251.03,0,6.88
119,"Clariant Chemica","NSE","CLNINDIA","Chemicals - Speciality - Large","Chemicals",201412,26.66,1046,943.32,1221.79,0,6.88
119,"Clariant Chemica","NSE","CLNINDIA","Chemicals - Speciality - Large","Chemicals",201603,23.08,1182.44,52.87,124.03,0,6.88
121,"Tata Coffee","NSE","TATACOFFEE","Coffee","Plantation & Plantation Products",201103,18.68,400.74,55.08,90.96,0.16,23.62
121,"Tata Coffee","NSE","TATACOFFEE","Coffee","Plantation & Plantation Products",201203,18.68,508.52,78.85,124.72,0.16,23.62
121,"Tata Coffee","NSE","TATACOFFEE","Coffee","Plantation & Plantation Products",201303,18.68,598.08,93.69,150.48,0.16,23.62
121,"Tata Coffee","NSE","TATACOFFEE","Coffee","Plantation & Plantation Products",201403,18.68,650.92,106.57,173.65,0.16,23.62
121,"Tata Coffee","NSE","TATACOFFEE","Coffee","Plantation & Plantation Products",201503,18.68,685.3,101.56,172.9,0.16,23.62
121,"Tata Coffee","NSE","TATACOFFEE","Coffee","Plantation & Plantation Products",201603,18.68,718.18,102.5,169.69,0.16,23.62
123,"Coromandel Inter","NSE","COROMANDEL","Fertilizers - Nitrogenous / Phosphatic","Fertilizers",201103,28.18,7639.26,694.46,1136.49,1,7.38
123,"Coromandel Inter","NSE","COROMANDEL","Fertilizers - Nitrogenous / Phosphatic","Fertilizers",201203,28.26,9823.27,693.27,1142.44,1,7.38
123,"Coromandel Inter","NSE","COROMANDEL","Fertilizers - Nitrogenous / Phosphatic","Fertilizers",201303,28.31,8560.24,443.99,801.54,1,7.38
123,"Coromandel Inter","NSE","COROMANDEL","Fertilizers - Nitrogenous / Phosphatic","Fertilizers",201403,28.32,9380.52,344.85,787.37,1,7.38
123,"Coromandel Inter","NSE","COROMANDEL","Fertilizers - Nitrogenous / Phosphatic","Fertilizers",201503,29.13,11285.26,403.14,905.07,1,7.38
123,"Coromandel Inter","NSE","COROMANDEL","Fertilizers - Nitrogenous / Phosphatic","Fertilizers",201603,29.13,11500.17,361.39,860.62,1,7.38
124,"Cosmo Films","NSE","COSMOFILMS","Packaging - BOPP Film","Packaging",201103,19.44,941.66,51.52,115.47,0.96,12.6
124,"Cosmo Films","NSE","COSMOFILMS","Packaging - BOPP Film","Packaging",201203,19.44,923.05,45.57,107.93,0.96,12.6
124,"Cosmo Films","NSE","COSMOFILMS","Packaging - BOPP Film","Packaging",201303,19.44,1041.88,14.13,75.86,0.96,12.6
124,"Cosmo Films","NSE","COSMOFILMS","Packaging - BOPP Film","Packaging",201403,19.44,1256.69,8.08,90.47,0.96,12.6
124,"Cosmo Films","NSE","COSMOFILMS","Packaging - BOPP Film","Packaging",201503,19.44,1478.74,40.41,116.93,0.96,12.6
124,"Cosmo Films","NSE","COSMOFILMS","Packaging - BOPP Film","Packaging",201603,19.44,1440.13,108.27,195.1,0.96,12.6
125,"Crompton Greaves","NSE","CROMPGREAV","Electric Equipment - General - Large","Capital Goods - Electrical Equipment",201103,128.3,5951.47,694.33,1028.66,0.07,11.61
125,"Crompton Greaves","NSE","CROMPGREAV","Electric Equipment - General - Large","Capital Goods - Electrical Equipment",201203,128.3,6485.38,504.86,795.07,0.07,11.61
125,"Crompton Greaves","NSE","CROMPGREAV","Electric Equipment - General - Large","Capital Goods - Electrical Equipment",201303,128.3,7135.3,445.84,693.29,0.07,11.61
125,"Crompton Greaves","NSE","CROMPGREAV","Electric Equipment - General - Large","Capital Goods - Electrical Equipment",201403,125.35,7570.7,521.09,841.56,0.07,11.61
125,"Crompton Greaves","NSE","CROMPGREAV","Electric Equipment - General - Large","Capital Goods - Electrical Equipment",201503,125.35,4523.6,589.14,741.14,0.07,11.61
125,"Crompton Greaves","NSE","CROMPGREAV","Electric Equipment - General - Large","Capital Goods - Electrical Equipment",201603,125.35,4290.83,-1091.97,-905.4,0.07,11.61
128,"DCM","NSE","DCM","Textiles - Spinning/Cotton/Blended Yarn - Ring Spg","Textiles",201103,17.38,312.29,25.76,62.52,1.28,7.36
128,"DCM","NSE","DCM","Textiles - Spinning/Cotton/Blended Yarn - Ring Spg","Textiles",201203,17.38,348.51,5.44,34.19,1.28,7.36
128,"DCM","NSE","DCM","Textiles - Spinning/Cotton/Blended Yarn - Ring Spg","Textiles",201303,17.38,386.18,29.01,66.05,1.28,7.36
128,"DCM","NSE","DCM","Textiles - Spinning/Cotton/Blended Yarn - Ring Spg","Textiles",201403,17.38,468.92,36.2,79.35,1.28,7.36
128,"DCM","NSE","DCM","Textiles - Spinning/Cotton/Blended Yarn - Ring Spg","Textiles",201503,17.38,576.42,13.92,57.67,1.28,7.36
128,"DCM","NSE","DCM","Textiles - Spinning/Cotton/Blended Yarn - Ring Spg","Textiles",201603,17.38,899.54,3.29,69.14,1.28,7.36
131,"Dalmia Bharat","NSE","DALMIASUG","Sugar - Integrated","Sugar",201103,16.19,669,3.09,87.85,2.15,19.59
131,"Dalmia Bharat","NSE","DALMIASUG","Sugar - Integrated","Sugar",201203,16.19,712.83,0.9,92.68,2.15,19.59
131,"Dalmia Bharat","NSE","DALMIASUG","Sugar - Integrated","Sugar",201303,16.19,997.56,18.35,157.32,2.15,19.59
131,"Dalmia Bharat","NSE","DALMIASUG","Sugar - Integrated","Sugar",201403,16.19,1191.5,3.03,127.53,2.15,19.59
131,"Dalmia Bharat","NSE","DALMIASUG","Sugar - Integrated","Sugar",201503,16.19,1150.04,1.48,128.87,2.15,19.59
131,"Dalmia Bharat","NSE","DALMIASUG","Sugar - Integrated","Sugar",201603,16.19,1166.4,58.45,248.34,2.15,19.59
134,"Deccan Cements","NSE","DECCANCE","Cement - Mini - South India","Cement",201103,7,380.79,1.99,69.02,0.51,15.38
134,"Deccan Cements","NSE","DECCANCE","Cement - Mini - South India","Cement",201203,7,585.01,47.76,118.92,0.51,15.38
134,"Deccan Cements","NSE","DECCANCE","Cement - Mini - South India","Cement",201303,7,573.49,7.31,67.77,0.51,15.38
134,"Deccan Cements","NSE","DECCANCE","Cement - Mini - South India","Cement",201403,7,440.56,5.02,59.24,0.51,15.38
134,"Deccan Cements","NSE","DECCANCE","Cement - Mini - South India","Cement",201503,7,503.96,19.88,67.3,0.51,15.38
134,"Deccan Cements","NSE","DECCANCE","Cement - Mini - South India","Cement",201603,7,664.87,45.56,116.12,0.51,15.38
135,"Deepak Fert.","NSE","DEEPAKFERT","Fertilizers - Nitrogenous / Phosphatic","Fertilizers",201103,88.2,1564.81,186.62,376.42,1.07,9.21
135,"Deepak Fert.","NSE","DEEPAKFERT","Fertilizers - Nitrogenous / Phosphatic","Fertilizers",201203,88.2,2342.53,212.97,440.18,1.07,9.21
135,"Deepak Fert.","NSE","DEEPAKFERT","Fertilizers - Nitrogenous / Phosphatic","Fertilizers",201303,88.2,2608.53,146.91,380.2,1.07,9.21
135,"Deepak Fert.","NSE","DEEPAKFERT","Fertilizers - Nitrogenous / Phosphatic","Fertilizers",201403,88.2,3811.79,243.88,539.78,1.07,9.21
135,"Deepak Fert.","NSE","DEEPAKFERT","Fertilizers - Nitrogenous / Phosphatic","Fertilizers",201503,88.2,3711.77,78.35,335.64,1.07,9.21
135,"Deepak Fert.","NSE","DEEPAKFERT","Fertilizers - Nitrogenous / Phosphatic","Fertilizers",201603,88.2,4258.72,121.13,413.24,1.07,9.21
136,"Deepak Nitrite","NSE","DEEPAKNTR","Chemicals - Benzene-based","Chemicals",201103,10.45,672.25,25.8,62.23,1.27,11.97
136,"Deepak Nitrite","NSE","DEEPAKNTR","Chemicals - Benzene-based","Chemicals",201203,10.45,789.89,23.08,60.5,1.27,11.97
136,"Deepak Nitrite","NSE","DEEPAKNTR","Chemicals - Benzene-based","Chemicals",201303,10.45,1019.4,37.82,82.87,1.27,11.97
136,"Deepak Nitrite","NSE","DEEPAKNTR","Chemicals - Benzene-based","Chemicals",201403,10.45,1269.63,38.33,115.76,1.27,11.97
136,"Deepak Nitrite","NSE","DEEPAKNTR","Chemicals - Benzene-based","Chemicals",201503,20.91,1327.16,53.44,141.75,1.27,11.97
136,"Deepak Nitrite","NSE","DEEPAKNTR","Chemicals - Benzene-based","Chemicals",201603,23.26,1335.72,65.15,169.88,1.27,11.97
141,"DCW","NSE","DCW","Petrochemicals - Polymers - Large","Petrochemicals",201103,39.23,1058.31,28.91,113.43,1.43,10.88
141,"DCW","NSE","DCW","Petrochemicals - Polymers - Large","Petrochemicals",201203,40.62,1184.58,30.67,130.58,1.43,10.88
141,"DCW","NSE","DCW","Petrochemicals - Polymers - Large","Petrochemicals",201303,41.96,1327.8,104.89,245.45,1.43,10.88
141,"DCW","NSE","DCW","Petrochemicals - Polymers - Large","Petrochemicals",201403,41.96,1325.55,37.88,130.24,1.43,10.88
141,"DCW","NSE","DCW","Petrochemicals - Polymers - Large","Petrochemicals",201503,42.7,1254.47,-5.92,65.93,1.43,10.88
141,"DCW","NSE","DCW","Petrochemicals - Polymers - Large","Petrochemicals",201603,43.94,1271.59,18.55,153.11,1.43,10.88
148,"EID Parry","NSE","EIDPARRY","Sugar - Integrated","Sugar",201103,17.32,1271.41,79.26,189.27,1.17,6.35
148,"EID Parry","NSE","EIDPARRY","Sugar - Integrated","Sugar",201203,17.37,1541.79,137.32,274.47,1.17,6.35
